hidden_dim,num_layers,learning_rate,timesteps,epochs,batch_size,iteration,MAPE,R²
50,2,0.1,1,100,4,1,0.43684992052983695,-2.9175841361660204
50,2,0.1,1,100,8,1,0.5805418460472516,-4.709195674424584
50,2,0.1,1,100,16,1,0.27230148579875435,-0.9195886344140574
50,2,0.1,1,150,4,1,0.8661262989057706,-9.554245295859625
50,2,0.1,1,150,8,1,0.7160541366878924,-6.729407577617138
50,2,0.1,1,150,16,1,0.404136702700124,-2.574818317270547
50,2,0.1,5,50,4,1,0.709514765559084,-6.790473768435374
50,2,0.1,5,50,8,1,0.413112037374494,-2.816080729004367
50,2,0.1,5,50,16,1,0.489235369544975,-3.5145841075436417
50,2,0.1,5,100,4,1,1.3711494168837368,-22.44874105635433
50,2,0.1,5,100,8,1,0.46147313846270654,-2.8672139203713733
50,2,0.1,5,100,16,1,1.006808762899043,-12.764685223068417
50,2,0.1,5,150,4,1,0.5985339963808987,-5.039580209581792
50,2,0.1,5,150,8,1,0.7250832186734957,-6.908979117737614
50,2,0.1,5,150,16,1,1.2680974580891908,-19.55923707202118
50,2,0.1,10,50,4,1,0.6518051034398415,-5.961009265365936
50,2,0.1,10,50,8,1,0.5133229390337374,-3.945121239101879
50,2,0.1,10,50,16,1,0.39455196880471083,-2.5417527465190677
50,2,0.1,10,100,4,1,0.5512070123525127,-4.4554074278652696
50,2,0.1,10,100,8,1,0.6583368339121612,-6.912803400959373
50,2,0.1,10,100,16,1,0.4898643107549343,-3.6446949649249207
50,2,0.1,10,150,4,1,0.28917166520585175,-0.6580216596391257
50,2,0.1,10,150,8,1,0.6056997692559575,-5.243821004810848
50,2,0.1,10,150,16,1,0.7940651551783737,-8.463581102202253
100,1,0.001,1,50,4,1,0.08798868904007624,0.7771034797529226
100,1,0.001,1,50,8,1,0.09024950148355233,0.7958141659625334
100,1,0.001,1,50,16,1,0.08415217615448607,0.833587409538506
100,1,0.001,1,100,4,1,0.0932496870218625,0.7566879806479545
100,1,0.001,1,100,8,1,0.07517657224610172,0.8405851299931575
100,1,0.001,1,100,16,1,0.07726358132117132,0.8456811930523721
100,1,0.001,1,150,4,1,0.11753378930741148,0.6671547222319743
100,1,0.001,1,150,8,1,0.08139494872846069,0.8127836647143281
100,1,0.001,1,150,16,1,0.07147742731263979,0.8604054212407067
100,1,0.001,5,50,4,1,0.13353299485060532,0.46519476268890925
100,1,0.001,5,50,8,1,0.10716157374138477,0.7102297391804031
100,1,0.001,5,50,16,1,0.09099784411029548,0.8099139377203594
100,1,0.001,5,100,4,1,0.11301736610495616,0.5828213300051455
100,1,0.001,5,100,8,1,0.09726718083091974,0.7047827567589868
100,1,0.001,5,100,16,1,0.08016249124388287,0.8157692849388385
100,1,0.001,5,150,4,1,0.11945609182119642,0.5136177982410238
100,1,0.001,5,150,8,1,0.10864343156031643,0.6318477573557635
100,1,0.001,5,150,16,1,0.0821236459613059,0.8094330976053075
100,1,0.001,10,50,4,1,0.12324199905861102,0.543402759837149
100,1,0.001,10,50,8,1,0.08106432098044936,0.7925885187741378
100,1,0.001,10,50,16,1,0.0887008736814575,0.8166501566787034
100,1,0.001,10,100,4,1,0.11070967854601407,0.5793503106501154
100,1,0.001,10,100,8,1,0.12128102299065903,0.5244905773701122
100,1,0.001,10,100,16,1,0.0826331348449366,0.8014428154628013
100,1,0.001,10,150,4,1,0.14874314182389725,0.2931838245075068
100,1,0.001,10,150,8,1,0.12609540594818705,0.4918756602822679
100,1,0.001,10,150,16,1,0.11219612550529166,0.6599061508127806
100,1,0.01,1,50,4,1,0.3181788756143141,-1.5876923389862934
100,1,0.01,1,50,8,1,0.20961183159194913,-0.353641349399082
100,1,0.01,1,50,16,1,0.1404336116614647,0.42487423784100886
100,1,0.01,1,100,4,1,0.29617150187796254,-1.248966917130086
100,1,0.01,1,100,8,1,0.2620268156265823,-0.9506856055171606
100,1,0.01,1,100,16,1,0.21748233448687496,-0.35702646033523644
100,1,0.01,1,150,4,1,0.2814028130860239,-1.2446826864754246
100,1,0.01,1,150,8,1,0.259664965575217,-0.8866372022700892
100,1,0.01,1,150,16,1,0.2314461702900617,-0.5869722722882271
100,1,0.01,5,50,4,1,0.3791662011113329,-1.2496069094233855
100,1,0.01,5,50,8,1,0.13339894883931966,0.5236000742037333
100,1,0.01,5,50,16,1,0.17487460711556843,0.015608696151415025
100,1,0.01,5,100,4,1,0.18017215650447146,0.19517508947543027
100,1,0.01,5,100,8,1,0.4113634693667368,-2.8491278148276553
